ID del cliente,Deserción en la empresa,Género del cliente,Cliente senior,Relación de pareja,Dependientes,Meses de contrato,Servicio telefónico,Múltiples líneas telefónicas,INTERNET,Seguridad en línea (INTERNET),Respaldo en línea (INTERNET),Protección del dispositivo (INTERNET),Soporte técnico (INTERNET),Televisión por cable,Streaming de películas,Tipo de contrato,Factura en línea,Forma de pago,Monto mensual,Monto total según meses contratados,Monto diario
7665-NKLAV,0,Mujer,0,1,1,36,0,0,DSL,1,0,1,1,0,0,Two year,0,Credit card (automatic),40.65,1547,1.36
7665-TOALD,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,69,2.32
7665-VIGUD,0,Hombre,0,0,0,10,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.35,176,0.68
7666-WKRON,1,Mujer,0,0,0,39,1,0,Fiber optic,0,0,1,1,0,0,Two year,1,Electronic check,80.45,3201,2.68
7668-XCFYV,0,Mujer,1,1,0,17,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.55,1614,3.08
7669-LCRSD,0,Hombre,0,1,1,12,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,56.3,628,1.88
7670-ZBPOQ,0,Mujer,0,1,0,58,1,1,DSL,1,0,0,1,0,0,One year,1,Bank transfer (automatic),61.05,3478,2.03
7672-VFMXZ,0,Hombre,0,1,0,57,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,55.7,3171,1.86
7673-BQGKU,0,Mujer,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.15,1337,0.67
7673-LPRNY,0,Mujer,0,0,0,23,1,1,DSL,1,0,1,0,1,1,One year,1,Electronic check,78.55,1843,2.62
7674-YTAFD,0,Mujer,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),79.95,2684,2.66
7675-OZCZG,1,Mujer,1,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.0,127,1.5
7677-SJJJK,0,Hombre,0,1,1,8,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.9,153,0.66
7682-AZNDK,0,Hombre,0,1,1,34,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,89.85,3091,2.99
7683-CBDKJ,1,Hombre,0,1,1,14,1,0,DSL,1,1,0,0,1,0,Month-to-month,1,Electronic check,65.45,937,2.18
7684-XSZIY,0,Hombre,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.3,1643,0.81
7688-AWMDX,0,Hombre,0,1,0,71,1,0,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),54.5,3778,1.82
7690-KPNCU,0,Hombre,0,1,1,64,1,0,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),73.05,4688,2.44
7691-KGKGP,0,Hombre,0,1,1,53,1,0,DSL,0,1,0,1,1,0,Month-to-month,0,Credit card (automatic),65.0,3363,2.17
7691-XVTZH,0,Mujer,0,1,0,68,1,1,Fiber optic,0,0,1,0,1,0,Two year,1,Bank transfer (automatic),89.95,5974,3.0
7693-LCKZL,1,Hombre,0,1,1,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.15,385,2.67
7693-QPEFS,0,Hombre,1,0,0,52,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),72.95,3829,2.43
7694-VLBWQ,1,Hombre,0,1,0,67,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Electronic check,104.1,7040,3.47
7695-PKLCZ,0,Mujer,0,0,0,68,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.5,1424,0.68
7696-AMHOD,0,Mujer,0,1,1,49,1,0,DSL,0,1,1,0,1,1,One year,0,Credit card (automatic),78.0,3824,2.6
7696-CFTAT,0,Hombre,0,1,1,37,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.8,726,0.66
7698-YFGEZ,0,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,20,0.67
7703-ZEKEF,1,Hombre,0,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.0,1917,2.7
7706-DZNKK,0,Hombre,0,0,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.45,237,0.68
7706-YLMQA,0,Mujer,0,0,0,70,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.7,1341,0.66
7707-PYBBH,0,Hombre,0,0,0,40,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,61.9,2647,2.06
7709-FQREH,0,Mujer,0,1,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.85,1594,2.96
7710-JSYOA,0,Mujer,0,1,1,69,1,1,Fiber optic,0,1,0,1,0,1,Two year,1,Bank transfer (automatic),93.3,6398,3.11
7711-GQBZC,0,Mujer,0,1,1,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.7,1810,0.82
7711-YIJWC,0,Hombre,0,1,1,61,1,0,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),84.9,5264,2.83
7714-YXSMB,0,Mujer,0,0,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.5,2599,3.35
7716-YTYHG,1,Mujer,0,1,1,48,1,1,Fiber optic,0,0,0,0,0,1,One year,1,Mailed check,82.05,4029,2.74
7717-BICXI,0,Hombre,0,1,1,60,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.55,1205,0.68
7718-RXDGG,0,Hombre,0,1,0,15,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),68.6,1108,2.29
7718-UPSKJ,0,Mujer,0,1,0,69,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),106.4,7251,3.55
7721-DVEKZ,0,Mujer,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,19,0.65
7721-JXEAW,1,Hombre,0,1,0,59,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),41.05,2452,1.37
7722-CVFXN,0,Hombre,0,1,1,54,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,105.2,5637,3.51
7722-VJRQD,0,Hombre,0,1,1,72,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),60.95,4549,2.03
7727-SHVZV,0,Mujer,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.5,150,0.65
7729-JTEEC,0,Hombre,0,1,1,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.5,90,1.48
7729-XBTWX,0,Hombre,0,1,1,66,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.75,1344,0.66
7730-CLDSV,0,Mujer,0,1,1,72,1,1,Fiber optic,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),98.65,7129,3.29
7730-IUTDZ,1,Hombre,0,0,0,43,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,75.2,3198,2.51
7733-UDMTP,0,Mujer,1,0,0,57,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,55.0,3094,1.83
7734-DBOAI,1,Mujer,0,1,1,1,0,0,DSL,0,0,0,1,1,0,Month-to-month,0,Electronic check,40.1,40,1.34
7739-LAXOG,1,Mujer,0,1,1,32,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),91.05,2954,3.03
7740-BTPUX,0,Hombre,1,1,0,55,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,113.6,6292,3.79
7740-KKCXF,0,Hombre,0,1,0,51,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),30.05,1529,1.0
7742-MYPGI,0,Mujer,0,1,1,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,48.8,297,1.63
7743-EXURX,1,Hombre,0,1,1,8,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,51.05,415,1.7
7746-AWNQW,0,Mujer,0,0,0,28,0,0,DSL,0,0,1,1,0,0,Month-to-month,1,Mailed check,35.75,961,1.19
7746-QYVCO,0,Hombre,0,1,1,16,1,0,DSL,1,1,0,0,0,0,One year,1,Mailed check,55.85,857,1.86
7748-UMTRK,0,Mujer,1,0,1,30,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,101.3,2974,3.38
7750-EYXWZ,0,Mujer,0,0,0,12,0,0,DSL,0,1,1,1,1,1,One year,0,Electronic check,60.65,743,2.02
7752-XUSCI,1,Mujer,0,0,0,60,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,6396,3.53
7753-USQYQ,0,Hombre,0,0,0,55,1,0,DSL,0,1,0,1,0,1,One year,1,Electronic check,64.2,3627,2.14
7754-IXRMC,0,Mujer,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.35,45,1.51
7758-UJWYS,0,Hombre,0,1,1,34,0,0,DSL,0,0,0,1,1,0,Two year,1,Electronic check,40.55,1325,1.35
7758-XKCBS,1,Hombre,0,0,0,15,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,29.7,438,0.99
7760-OYPDY,1,Mujer,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.65,144,2.69
7762-ONLJY,0,Mujer,0,1,1,6,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.7,94,0.66
7762-URZQH,1,Hombre,0,1,0,66,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),106.05,6981,3.53
7764-BDPEE,0,Hombre,0,0,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.85,60,0.7
7765-LWVVH,0,Mujer,0,1,1,72,1,1,Fiber optic,1,1,0,0,1,0,Two year,1,Electronic check,95.1,6843,3.17
7766-CLTIC,0,Mujer,0,0,0,10,1,0,DSL,0,0,0,1,0,1,Month-to-month,1,Mailed check,60.95,629,2.03
7766-CVTAF,0,Hombre,0,1,1,43,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.25,1077,0.81
7767-UXAGJ,1,Hombre,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.45,50,1.68
7771-CFQRQ,0,Mujer,0,1,1,47,1,0,DSL,0,1,0,1,0,1,Two year,0,Bank transfer (automatic),63.8,3007,2.13
7771-ZONAT,0,Hombre,0,0,0,22,0,0,DSL,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),56.75,1304,1.89
7774-OJSXI,1,Hombre,0,0,0,31,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,103.45,3066,3.45
7776-QGYJC,0,Mujer,0,1,1,39,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),81.5,3107,2.72
7776-QWNFX,1,Hombre,1,1,0,30,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.4,1527,1.68
7777-UNYHB,0,Mujer,0,1,1,12,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.1,232,0.67
7779-LGOVN,1,Hombre,1,1,0,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.65,856,2.89
7779-ORAEL,0,Hombre,1,1,0,45,1,1,DSL,1,0,1,1,0,1,Two year,0,Credit card (automatic),75.15,3480,2.51
7780-OTDSO,1,Hombre,0,1,0,18,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,99.4,1742,3.31
7781-EWARA,0,Hombre,0,1,1,70,0,0,DSL,0,1,1,1,1,1,One year,0,Electronic check,60.35,4138,2.01
7781-HVGMK,0,Mujer,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.2,4784,2.17
7783-YKGDV,1,Mujer,0,0,0,12,1,1,Fiber optic,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),99.7,1238,3.32
7785-RDVIG,0,Mujer,0,1,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.3,54,0.64
7786-WBJYI,1,Mujer,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),77.95,305,2.6
7787-BNTZM,0,Hombre,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.15,130,0.67
7789-CRUVC,0,Mujer,1,1,0,61,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),94.2,5895,3.14
7789-HKSBS,0,Mujer,1,1,0,42,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),105.2,4599,3.51
7794-JASDG,0,Hombre,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,50.75,50,1.69
7795-CFOCW,0,Hombre,0,0,0,45,0,0,DSL,1,0,1,1,0,0,One year,0,Bank transfer (automatic),42.3,1840,1.41
7797-EJMDP,0,Mujer,0,0,0,8,1,0,DSL,1,0,0,1,0,1,Month-to-month,0,Bank transfer (automatic),66.05,574,2.2
7798-JVXYM,0,Mujer,0,0,0,14,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,69.65,921,2.32
7799-DSEWS,0,Hombre,0,0,0,18,1,0,DSL,1,0,1,1,1,0,Month-to-month,1,Electronic check,68.35,1299,2.28
7799-LGRDP,0,Mujer,0,0,0,43,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.7,1188,0.86
7801-CEDNV,0,Hombre,0,1,0,27,1,0,DSL,1,0,0,0,0,0,One year,0,Credit card (automatic),48.7,1421,1.62
7801-KICAO,0,Mujer,0,0,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.15,1345,2.47
7802-EFKNY,1,Hombre,0,1,0,5,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.95,100,0.83
7803-XOCCZ,0,Mujer,0,1,1,52,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),84.05,4326,2.8
7808-DVWEP,0,Hombre,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.0,49,0.67
7808-NBWYW,0,Mujer,1,1,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.4,224,2.68
7811-JIVPF,0,Mujer,0,0,0,23,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),49.7,1081,1.66
7812-FZHPE,1,Mujer,0,1,1,17,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.1,409,0.8
7813-TKCVO,0,Mujer,0,1,0,20,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.35,393,0.68
7813-ZGGAW,0,Hombre,1,0,0,31,1,1,Fiber optic,0,0,1,1,1,0,Month-to-month,1,Bank transfer (automatic),96.6,2877,3.22
7814-LEEVE,0,Mujer,0,1,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.3,20,0.68
7815-PDTHL,0,Hombre,0,0,0,35,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.2,684,0.67
7816-VGHTO,0,Mujer,0,1,1,6,0,0,DSL,0,1,1,1,0,0,Two year,0,Mailed check,40.55,217,1.35
7817-BOQPW,1,Mujer,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.55,166,2.52
7817-OMJNA,0,Hombre,0,0,0,14,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.4,275,0.68
7820-ZYGNY,0,Hombre,0,0,0,63,1,1,Fiber optic,0,1,0,0,0,1,One year,0,Credit card (automatic),90.45,5825,3.02
7821-DPRQE,0,Hombre,0,1,0,68,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Electronic check,107.7,7320,3.59
7823-JSOAG,0,Hombre,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,74.5,217,2.48
7824-PANSQ,0,Hombre,0,0,0,58,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),80.65,4807,2.69
7825-ECJRF,1,Mujer,0,0,0,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.6,1934,3.55
7825-GKXMW,1,Mujer,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.8,45,1.53
7826-VVKWT,0,Mujer,1,1,1,24,1,0,Fiber optic,0,0,1,0,1,1,Two year,1,Electronic check,96.55,2263,3.22
7831-QGOXH,1,Mujer,0,0,0,18,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.2,1553,2.84
7833-PKIHD,0,Hombre,0,1,1,51,1,0,DSL,1,0,0,1,1,1,One year,1,Bank transfer (automatic),76.4,3966,2.55
7838-LAZFO,0,Hombre,0,1,0,45,1,0,DSL,1,1,1,0,1,1,One year,0,Bank transfer (automatic),78.8,3597,2.63
7839-NUIAA,0,Mujer,0,1,1,61,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,59.8,3641,1.99
7839-QRKXN,1,Mujer,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.2,20,0.67
7841-FCRQD,0,Mujer,0,1,0,33,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),53.75,1857,1.79
7841-TZDMQ,1,Hombre,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),46.0,84,1.53
7845-URHJN,1,Mujer,0,1,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.15,156,0.67
7846-AXWOM,0,Mujer,0,1,1,69,0,0,DSL,1,0,1,0,0,1,Two year,1,Credit card (automatic),43.95,2960,1.46
7850-THJMU,0,Mujer,0,1,1,26,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.65,494,0.65
7850-VWJUU,0,Mujer,0,0,0,23,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.0,1778,2.5
7851-FLGGQ,1,Hombre,0,0,0,1,0,0,DSL,0,1,0,1,0,1,Month-to-month,1,Mailed check,44.65,44,1.49
7851-WZEKY,1,Mujer,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.15,196,3.17
7852-LECYP,0,Hombre,1,1,0,13,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,0,Credit card (automatic),93.8,1261,3.13
7853-GVUDZ,1,Mujer,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.15,20,0.67
7853-OETYL,0,Mujer,0,1,0,4,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,29.05,129,0.97
7853-WNZSY,0,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.75,19,0.66
7854-EDSSA,1,Hombre,0,0,0,22,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,59.0,1254,1.97
7854-EKTJL,1,Mujer,0,0,1,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.6,35,0.65
7854-FOKSF,1,Hombre,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,35.9,35,1.2
7855-DIWPO,0,Mujer,0,0,0,21,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.65,1493,2.29
7856-GANIL,0,Hombre,1,1,0,45,1,1,Fiber optic,0,1,1,1,1,0,One year,1,Bank transfer (automatic),98.7,4525,3.29
7858-GTZSP,0,Mujer,0,0,0,12,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.55,1066,2.88
7860-KSUGX,0,Hombre,0,1,1,72,1,1,DSL,1,1,1,0,0,0,Two year,0,Credit card (automatic),64.45,4720,2.15
7860-UXCRM,0,Hombre,0,1,1,63,1,0,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),74.5,4674,2.48
7861-UVUFT,1,Mujer,0,1,0,15,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.3,1308,2.81
7868-BGSZA,0,Hombre,0,1,0,43,1,1,DSL,1,0,1,0,1,1,One year,1,Electronic check,80.2,3581,2.67
7868-TMWMZ,0,Mujer,1,1,0,60,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,6668,3.67
7869-ZYDST,0,Hombre,0,1,0,31,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),59.05,1882,1.97
7872-BAAZR,0,Mujer,0,1,1,53,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.55,1007,0.65
7872-RDDLZ,0,Mujer,1,0,0,67,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,54.9,3725,1.83
7873-CVMAW,0,Hombre,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),88.55,6362,2.95
7874-ECPQJ,0,Mujer,0,0,1,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.05,85,0.67
7876-AEHIG,0,Mujer,0,0,1,51,0,0,DSL,1,0,1,1,1,1,One year,0,Bank transfer (automatic),60.15,3077,2.0
7876-BEUTG,0,Mujer,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,48.8,720,1.63
7876-DNYAP,0,Mujer,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,1436,0.66
7878-JGDKK,0,Hombre,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.55,220,1.48
7878-RTCZG,0,Mujer,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.9,19,0.66
7879-CGSFV,0,Hombre,0,0,0,55,1,0,Fiber optic,1,1,0,0,1,1,One year,1,Mailed check,100.9,5552,3.36
7880-XSOJX,0,Hombre,0,0,0,4,0,0,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,42.4,146,1.41
7881-EVUAD,1,Mujer,0,0,0,2,0,0,DSL,1,1,0,0,0,1,Month-to-month,1,Electronic check,42.6,72,1.42
7881-INRLC,1,Hombre,0,0,0,45,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),100.85,4740,3.36
7883-ROJOC,0,Mujer,0,1,0,19,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.9,839,1.5
7890-VYYWG,1,Hombre,1,1,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,36.45,93,1.22
7892-POOKP,1,Mujer,0,1,0,28,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.8,3046,3.49
7892-QVYKW,0,Mujer,0,1,1,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.6,1868,2.85
7893-IXHRQ,1,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.55,20,0.68
7895-VONWT,0,Mujer,0,0,0,25,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,48.25,1293,1.61
7898-PDWQE,0,Hombre,0,1,0,71,1,1,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),80.4,5727,2.68
7901-HXJVA,0,Hombre,0,0,0,14,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.45,1117,2.55
7901-IIDQV,0,Hombre,0,0,0,24,1,1,DSL,0,0,0,1,0,0,One year,0,Bank transfer (automatic),54.6,1242,1.82
7901-TBKJX,0,Hombre,1,0,0,56,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.05,5594,3.37
7903-CMPEY,1,Hombre,1,1,0,1,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.3,80,2.68
7905-NJMXS,0,Hombre,1,1,0,7,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Electronic check,64.2,475,2.14
7905-TVXTA,0,Mujer,0,0,0,5,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Electronic check,64.35,352,2.14
7908-QCBCA,1,Mujer,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.4,69,2.31
7909-FIOIY,0,Mujer,0,1,1,19,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.85,434,0.83
7912-SYRQT,1,Mujer,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.1,552,2.5
7916-VCCPB,0,Mujer,0,1,1,16,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),73.25,1195,2.44
7919-ZODZZ,0,Mujer,0,1,1,10,1,0,DSL,0,1,1,0,0,1,One year,1,Mailed check,65.9,660,2.2
7921-BEPCI,0,Mujer,0,0,0,72,1,1,DSL,1,1,0,0,0,0,Two year,0,Bank transfer (automatic),59.75,4265,1.99
7921-LMDFQ,0,Hombre,1,0,0,51,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),94.0,4905,3.13
7923-IYJWY,0,Hombre,1,0,0,67,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),116.1,7839,3.87
7924-GJZFI,0,Mujer,1,1,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.3,1813,2.31
7925-PNRGI,0,Mujer,0,1,1,45,1,1,DSL,1,1,1,1,1,0,Month-to-month,0,Mailed check,81.3,3541,2.71
7926-IJOOU,0,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.3,19,0.64
7927-AUXBZ,1,Mujer,0,0,0,30,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,85.15,2555,2.84
7928-VJYAB,0,Hombre,0,1,1,11,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.6,1020,3.02
7929-DMBCV,0,Mujer,0,1,0,20,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,81.0,1683,2.7
7929-SKFGK,0,Hombre,0,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),114.3,8244,3.81
7931-PXHFC,1,Hombre,0,0,0,38,1,0,DSL,0,0,1,1,0,1,One year,1,Mailed check,62.3,2354,2.08
7932-WPTDS,1,Mujer,1,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,24,0.83
7938-OUHIO,1,Hombre,0,0,0,3,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,98.7,293,3.29
7940-UQQUG,0,Mujer,0,1,1,64,1,1,Fiber optic,1,0,0,1,1,1,One year,1,Bank transfer (automatic),104.4,6721,3.48
7941-RCJOW,0,Hombre,0,0,0,65,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.55,1218,0.65
7943-RQCHR,1,Mujer,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,889,3.16
